date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:47:02	61774/61774	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:01%20GMT	https://www.tgv4plus.com/tgv-4-plus-rebrands-to-opportunity-fund.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv-4-plus-rebrands-to-opportunity-fund.html	(from https://www.tgv4plus.com/)
04:47:03	67388/67388	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:02%20GMT	https://www.tgv4plus.com/tgv-invests-over-24-m-usd-in-ledger.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv-invests-over-24-m-usd-in-ledger.html	(from https://www.tgv4plus.com/)
04:47:05	60920/60920	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:05%20GMT	https://www.tgv4plus.com/tgv4-portfolio-company-pinktada-raises-another-round.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv4-portfolio-company-pinktada-raises-another-round.html	(from https://www.tgv4plus.com/)
04:47:06	65223/65223	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:03%20GMT	https://www.tgv4plus.com/tgvs-5-web3-megatrends-for-2023.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgvs-5-web3-megatrends-for-2023.html	(from https://www.tgv4plus.com/)
04:47:06	59692/59692	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:04%20GMT	https://www.tgv4plus.com/tgv4-portfolio-pinktada-oversubscribed-on-13m-usd.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv4-portfolio-pinktada-oversubscribed-on-13m-usd.html	(from https://www.tgv4plus.com/)
04:47:07	61518/61518	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:06%20GMT	https://www.tgv4plus.com/quantumrock-partners-with-bambu---enhancing-b2b-roboadvisory-solutions-with-ai.html	/home/serveroptima/website_temp/www.tgv4plus.com/quantumrock-partners-with-bambu---enhancing-b2b-roboadvisory-solutions-with-ai.html	(from https://www.tgv4plus.com/)
04:47:07	64679/64679	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:07%20GMT	https://www.tgv4plus.com/tgv4-invests-total-us38m-in-animoca-brands.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv4-invests-total-us38m-in-animoca-brands.html	(from https://www.tgv4plus.com/)
04:47:09	65576/65576	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:08%20GMT	https://www.tgv4plus.com/tgv4-fof-first-investment-following-on-in-animoca-brands.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv4-fof-first-investment-following-on-in-animoca-brands.html	(from https://www.tgv4plus.com/)
04:47:10	60051/60051	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:09%20GMT	https://www.tgv4plus.com/tgv4-closes-new-us146m-follow-on-fund.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv4-closes-new-us146m-follow-on-fund.html	(from https://www.tgv4plus.com/)
04:47:11	63558/63558	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:10%20GMT	https://www.tgv4plus.com/tgv4-continues-to-invests-in-coinhouse.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv4-continues-to-invests-in-coinhouse.html	(from https://www.tgv4plus.com/)
04:47:13	65790/65790	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:11%20GMT	https://www.tgv4plus.com/tgv-invest-in-first-asian-female-entrepreneur-26-may-2022.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv-invest-in-first-asian-female-entrepreneur-26-may-2022.html	(from https://www.tgv4plus.com/)
04:47:13	61519/61519	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:12%20GMT	https://www.tgv4plus.com/tgvs-forge-goes-public-on-nyse.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgvs-forge-goes-public-on-nyse.html	(from https://www.tgv4plus.com/)
04:47:15	63626/63626	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:13%20GMT	https://www.tgv4plus.com/tgv4-invests-in-iomob.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv4-invests-in-iomob.html	(from https://www.tgv4plus.com/)
04:47:15	60071/60071	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:14%20GMT	https://www.tgv4plus.com/tgv4-supports-unchain-ukraine.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv4-supports-unchain-ukraine.html	(from https://www.tgv4plus.com/)
04:47:17	63704/63704	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:15%20GMT	https://www.tgv4plus.com/tgv4-backs-first-female-founder.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv4-backs-first-female-founder.html	(from https://www.tgv4plus.com/)
04:47:17	63579/63579	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:16%20GMT	https://www.tgv4plus.com/tgv4-invests-in-enjinstarter.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv4-invests-in-enjinstarter.html	(from https://www.tgv4plus.com/)
04:47:18	62942/62942	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:17%20GMT	https://www.tgv4plus.com/tgv4-invests-in-coinhouse.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv4-invests-in-coinhouse.html	(from https://www.tgv4plus.com/)
04:47:19	65443/65443	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:18%20GMT	https://www.tgv4plus.com/tgv4-invests-in-chromaway.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv4-invests-in-chromaway.html	(from https://www.tgv4plus.com/)
04:47:21	63299/63299	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:19%20GMT	https://www.tgv4plus.com/tgv4-invests-in-gcex.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv4-invests-in-gcex.html	(from https://www.tgv4plus.com/)
04:47:22	68060/68060	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:20%20GMT	https://www.tgv4plus.com/tgv4-continues-rapid-global-expansion.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv4-continues-rapid-global-expansion.html	(from https://www.tgv4plus.com/)
04:47:23	62292/62292	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:21%20GMT	https://www.tgv4plus.com/tgv4-invests-in-pinktada.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv4-invests-in-pinktada.html	(from https://www.tgv4plus.com/)
04:47:25	61676/61676	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:22%20GMT	https://www.tgv4plus.com/tgv4-invests-in-picturethis.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv4-invests-in-picturethis.html	(from https://www.tgv4plus.com/)
04:47:25	62516/62516	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:23%20GMT	https://www.tgv4plus.com/tgv4-invests-in-forza-ikonia.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv4-invests-in-forza-ikonia.html	(from https://www.tgv4plus.com/)
04:47:25	63300/63300	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:24%20GMT	https://www.tgv4plus.com/tgv4-follows-on-investment-in-the-sandbox-series-b-with-us10m.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv4-follows-on-investment-in-the-sandbox-series-b-with-us10m.html	(from https://www.tgv4plus.com/)
04:47:28	62184/62184	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:25%20GMT	https://www.tgv4plus.com/tgv4-exercises-cad23m-warrants-in-ccu.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv4-exercises-cad23m-warrants-in-ccu.html	(from https://www.tgv4plus.com/)
04:47:29	64162/64162	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:27%20GMT	https://www.tgv4plus.com/tgv4-five-new-founding-partners.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv4-five-new-founding-partners.html	(from https://www.tgv4plus.com/)
04:47:29	70244/70244	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:26%20GMT	https://www.tgv4plus.com/animoca-raises-65m-at-22b-valuation.html	/home/serveroptima/website_temp/www.tgv4plus.com/animoca-raises-65m-at-22b-valuation.html	(from https://www.tgv4plus.com/)
04:47:30	62010/62010	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:28%20GMT	https://www.tgv4plus.com/tgv4-100-million-closing.html	/home/serveroptima/website_temp/www.tgv4plus.com/tgv4-100-million-closing.html	(from https://www.tgv4plus.com/)
04:47:31	73710/73710	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:29%20GMT	https://www.tgv4plus.com/canada-computational-unlimited-22-june-2021.html	/home/serveroptima/website_temp/www.tgv4plus.com/canada-computational-unlimited-22-june-2021.html	(from https://www.tgv4plus.com/)
04:47:31	69427/69427	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:30%20GMT	https://www.tgv4plus.com/animoca-brands-may-13-2021.html	/home/serveroptima/website_temp/www.tgv4plus.com/animoca-brands-may-13-2021.html	(from https://www.tgv4plus.com/)
04:47:32	63775/63775	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:31%20GMT	https://www.tgv4plus.com/forge-global-may-07-2021.html	/home/serveroptima/website_temp/www.tgv4plus.com/forge-global-may-07-2021.html	(from https://www.tgv4plus.com/)
04:47:33	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Oct%202025%2008:47:33%20GMT	https://www.tgv4plus.com/%22/uploads/1/5/3/7/153740447/background-images/2100250655.png%22	/home/serveroptima/website_temp/www.tgv4plus.com/_/uploads/1/5/3/7/153740447/background-images/2100250655.png_	(from https://www.tgv4plus.com/)
04:47:33	59811/59811	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:32%20GMT	https://www.tgv4plus.com/contact.html	/home/serveroptima/website_temp/www.tgv4plus.com/contact.html	(from https://www.tgv4plus.com/)
04:47:36	57619/57619	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:35%20GMT	https://www.tgv4plus.com/whistleblowing-policy.html	/home/serveroptima/website_temp/www.tgv4plus.com/whistleblowing-policy.html	(from https://www.tgv4plus.com/)
04:47:36	66712/66712	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:34%20GMT	https://www.tgv4plus.com/privacy-policy.html	/home/serveroptima/website_temp/www.tgv4plus.com/privacy-policy.html	(from https://www.tgv4plus.com/)
04:47:38	59835/59835	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:36%20GMT	https://www.tgv4plus.com/code-of-ethical-conduct.html	/home/serveroptima/website_temp/www.tgv4plus.com/code-of-ethical-conduct.html	(from https://www.tgv4plus.com/)
04:47:39	67465/67465	---MCZ	200	added ('OK')	application/javascript	etag:W/%222b8d85f1ea01d2c3e8b962eac8d76a5c%22	https://www.tgv4plus.com/files/theme/plugins.js?1757420879	/home/serveroptima/website_temp/www.tgv4plus.com/files/theme/pluginsdda7.js	(from https://www.tgv4plus.com/)
04:47:39	56908/56908	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2008:47:37%20GMT	https://www.tgv4plus.com/complaints-policy.html	/home/serveroptima/website_temp/www.tgv4plus.com/complaints-policy.html	(from https://www.tgv4plus.com/)
04:47:39	6503/6503	---MCZ	200	added ('OK')	application/javascript	etag:W/%2248e887857aec23f184b0aa49c18d2445%22	https://www.tgv4plus.com/files/theme/custom.js?1757420879	/home/serveroptima/website_temp/www.tgv4plus.com/files/theme/customdda7.js	(from https://www.tgv4plus.com/)
04:47:41	19629/19629	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2281c11405174ee06f0a43570b3eeff4a5%22	https://www.tgv4plus.com/files/theme/fonts/17c55b27-e9ab-43cd-b948-d49f97480d68.eot?	/home/serveroptima/website_temp/www.tgv4plus.com/files/theme/fonts/17c55b27-e9ab-43cd-b948-d49f97480d68d41d.eot	(from https://www.tgv4plus.com/files/main_style.css?1758726276)
04:47:41	18637/18637	---M--	200	added ('OK')	font/woff2	etag:%22b3aa7e2126c418e820b06924717c2ce9%22	https://www.tgv4plus.com/files/theme/fonts/2e3f5cb9-101f-46cf-a7b3-dfaa58261e03.woff2?1758726276	/home/serveroptima/website_temp/www.tgv4plus.com/files/theme/fonts/2e3f5cb9-101f-46cf-a7b3-dfaa58261e03a677.woff2	(from https://www.tgv4plus.com/files/main_style.css?1758726276)
04:47:42	24664/24664	---M--	200	added ('OK')	font/woff	etag:%22921592aa07f703ed55036aed49590184%22	https://www.tgv4plus.com/files/theme/fonts/fa19948e-5e38-4909-b31e-41acd170d6f2.woff?1758726276	/home/serveroptima/website_temp/www.tgv4plus.com/files/theme/fonts/fa19948e-5e38-4909-b31e-41acd170d6f2a677.woff	(from https://www.tgv4plus.com/files/main_style.css?1758726276)
04:47:44	52269/52269	---MCZ	200	added ('OK')	font/ttf	etag:W/%2286cbf50e12da0b519ced148acd8ba2b4%22	https://www.tgv4plus.com/files/theme/fonts/6de0ce4d-9278-467b-b96f-c1f5f0a4c375.ttf?1758726276	/home/serveroptima/website_temp/www.tgv4plus.com/files/theme/fonts/6de0ce4d-9278-467b-b96f-c1f5f0a4c375a677.ttf	(from https://www.tgv4plus.com/files/main_style.css?1758726276)
04:47:45	65245/65245	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22841236c32e6a4cc77d9613d21ff16328%22	https://www.tgv4plus.com/files/theme/fonts/9fd4ea0c-b19a-4b21-9fdf-37045707dd78.svg	/home/serveroptima/website_temp/www.tgv4plus.com/files/theme/fonts/9fd4ea0c-b19a-4b21-9fdf-37045707dd78.svg	(from https://www.tgv4plus.com/files/main_style.css?1758726276)
04:47:46	19845/19845	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%229366e6a4f745ecf579b083ab7a8fc392%22	https://www.tgv4plus.com/files/theme/fonts/8b498c39-fabe-4789-bb81-5e37c9ecddd3.eot?	/home/serveroptima/website_temp/www.tgv4plus.com/files/theme/fonts/8b498c39-fabe-4789-bb81-5e37c9ecddd3d41d.eot	(from https://www.tgv4plus.com/files/main_style.css?1758726276)
04:47:46	18773/18773	---M--	200	added ('OK')	font/woff2	etag:%226f63cc0e161f69c4884d5cbee6c96663%22	https://www.tgv4plus.com/files/theme/fonts/1c6c1881-23c9-4d6a-a018-759d1c9ded15.woff2?1758726276	/home/serveroptima/website_temp/www.tgv4plus.com/files/theme/fonts/1c6c1881-23c9-4d6a-a018-759d1c9ded15a677.woff2	(from https://www.tgv4plus.com/files/main_style.css?1758726276)
04:47:47	25030/25030	---M--	200	added ('OK')	font/woff	etag:%224669e2d39eae377a4eba7d8468bb047d%22	https://www.tgv4plus.com/files/theme/fonts/f0d655c5-a88a-49ad-bb29-f3b5cca41731.woff?1758726276	/home/serveroptima/website_temp/www.tgv4plus.com/files/theme/fonts/f0d655c5-a88a-49ad-bb29-f3b5cca41731a677.woff	(from https://www.tgv4plus.com/files/main_style.css?1758726276)
04:47:49	52905/52905	---MCZ	200	added ('OK')	font/ttf	etag:W/%22d1b330f205df8e7c807d7c300e3534d4%22	https://www.tgv4plus.com/files/theme/fonts/3a561c83-40d4-4868-8255-e8455eb009c4.ttf?1758726276	/home/serveroptima/website_temp/www.tgv4plus.com/files/theme/fonts/3a561c83-40d4-4868-8255-e8455eb009c4a677.ttf	(from https://www.tgv4plus.com/files/main_style.css?1758726276)
04:47:50	67338/67338	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222645d2d277737935d08936a578227350%22	https://www.tgv4plus.com/files/theme/fonts/3966f856-9dcf-48e7-88e7-7400f1b7d619.svg	/home/serveroptima/website_temp/www.tgv4plus.com/files/theme/fonts/3966f856-9dcf-48e7-88e7-7400f1b7d619.svg	(from https://www.tgv4plus.com/files/main_style.css?1758726276)
